ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP
NAIL MAT*10103*,1,2,,1,2,,,7,,15,Exclusive,9.524000168,0,793573600042,0,,,0,
NAIL MAT*10221*,1,2,,1,2,,,16.79999924,,15,Exclusive,22.85700035,0,793573600035,0,,,0,
NAIL MAT*10904*,1,2,,1,2,,,14.69999981,,15,Exclusive,20,0,793573600172,0,,,0,
NAIL MAT*10312*,1,2,,1,2,,,7,,15,Exclusive,9.524000168,0,793573600653,0,,,0,
NAIL MAT*10507*,1,2,,1,2,,,14.69999981,,15,Exclusive,20,0,793573600257,0,,,0,
NAIL MAT*10121*,1,2,,1,2,,,6.300000191,,15,Exclusive,8.571000099,0,793573600455,0,,,0,
NAIL MAT*10341*,1,2,,1,2,,,8.399999619,,15,Exclusive,12,0,793573600073,0,,,0,
NAIL MAT*10133*,1,2,,1,2,,,11.19999981,,15,Exclusive,15.23799992,0,793573600325,0,,,0,
NAIL MAT*10302*,1,2,,1,2,,,5.599999905,,15,Exclusive,7.618999958,0,793573600103,0,,,0,
NAIL MAT*10911*,1,2,,1,2,,,35.70000076,,15,Exclusive,49.52399826,0,793573600226,0,,,0,
NAIL MAT*10332*,1,2,,1,2,,,7.699999809,,15,Exclusive,10.47599983,0,793573600691,0,,,0,
NAIL MAT*10802*,1,2,,1,2,,,6.300000191,,15,Exclusive,9,0,793573600301,0,,,0,
NAIL MAT*10701*,1,2,,1,2,,,16.10000038,,15,Exclusive,21.90500069,0,793573600578,0,,,0,
NAIL MAT*10503*,1,2,,1,2,,,9.800000191,,15,Exclusive,14,0,793573600516,0,,,0,
NAIL MAT*10301*,1,2,,1,2,,,5.599999905,,15,Exclusive,7.618999958,0,793573600424,0,,,0,
NAIL MAT*10331*,1,2,,1,2,,,7.699999809,,15,Exclusive,10.47599983,0,793573600219,0,,,0,
NAIL MAT*10112*,1,2,,1,2,,,9.100000381,,15,Exclusive,12.38099957,0,793573600295,0,,,0,
NAIL MAT*10702*,1,2,,1,2,,,14,,15,Exclusive,19.04800034,0,793573600059,0,,,0,
NAIL MAT*10905*,1,2,,1,2,,,15.39999962,,15,Exclusive,22,0,793573600523,0,,,0,
NAIL MAT*10504*,1,2,,1,2,,,9.100000381,,15,Exclusive,13,0,0793573600660,0,,,0,
NAIL MAT*10703*,1,2,,1,2,,,14.69999981,,15,Exclusive,20,0,793573600431,0,,,0,
NAIL MAT*10704*,1,2,,1,2,,,14.69999981,,15,Exclusive,20,0,793573600530,0,,,0,
NAIL MAT*10404*,1,2,,1,2,,,6.300000191,,15,Exclusive,8.571000099,0,793573600547,0,,,0,
NAIL MAT*10251*,1,2,,1,2,,,18.89999962,,15,Exclusive,25.7140007,0,793573600387,0,,,0,
NAIL MAT*10501*,1,2,,1,2,,,4.900000095,,15,Exclusive,7,0,793573600196,0,,,0,
NAIL MAT*10901*,1,2,,1,2,,,30.79999924,,15,Exclusive,41.90499878,0,793573600400,0,,,0,
NAIL MAT*10505*,1,2,,1,2,,,5.599999905,,15,Exclusive,7.618999958,0,793573600622,0,,,0,
NAIL MAT*10705*,1,2,,1,2,,,9.800000191,,15,Exclusive,14,0,793573600448,0,,,0,
NAIL MAT*10401**,1,2,,1,2,,,6.300000191,,15,Exclusive,8.571000099,0,793573600554,0,,,0,
NAIL MAT*10804**,1,2,,1,2,,,7.699999809,,15,Exclusive,10.47599983,0,793573600356,0,,,0,
NAIL MAT*10101*,1,2,,1,2,,,5.599999905,,15,Exclusive,7.618999958,0,793573600592,0,,,0,
NAIL MAT*10801*,1,2,,1,2,,,6.300000191,,15,Exclusive,9,0,793573600011,0,,,0,
NAIL MAT*10132*,1,2,,1,2,,,8.399999619,,15,Exclusive,12,0,793573600561,0,,,0,
NAIL MAT*10803*,1,2,,1,2,,,8.399999619,,15,Exclusive,11.4289999,0,793573600097,0,,,0,
NAIL MAT*10502*,1,2,,1,2,,,7.699999809,,15,Exclusive,11,0,793573600585,0,,,0,
NAIL MAT*10403*,1,2,,1,2,,,7,,15,Exclusive,9.524000168,0,793573600417,0,,,0,
NAIL MAT*10291*,1,2,,1,2,,,14.69999981,,15,Exclusive,20,0,793573600370,0,,,0,
NAIL MAT*10907*,1,2,,1,2,,,29.39999962,,15,Exclusive,40,0,793573600202,0,,,0,
PIGEON BOTT  GLASS 120 ML,1,9,,1,9,,,23.13999939,,15,Exclusive,30.43499947,0,793573600684,0,,,0,
PIGEON BOT  GLASS 200ML,1,9,,1,9,,,25.42000008,,15,Exclusive,31.42900085,0,4902508002929,0,,,0,
PIGEON BOT  GLASS 240ML,1,9,,1,9,,,27.31999969,,15,Exclusive,34,0,4902508002912,0,,,0,
PIGEON PLAST BALON 120,1,9,,1,9,,,17,,15,Exclusive,21,0,4902508002905,0,,,0,
PIGEON PLAST ZOO 120,1,9,,1,9,,,17,,15,Exclusive,21,0,4902508008150,0,,,0,
Pigeon Brush,1,9,,1,9,,,14.69999981,,15,Exclusive,19.12999916,0,4902508008143,0,,,0,
PIGEON TEETHER STAR,1,9,,1,9,,,11,,15,Exclusive,14,0,4902508045506,0,,,0,
Pigeon Cotton Swab 100,1,9,,1,9,,,10.75,,15,Exclusive,13.33300018,0,4902508136266,0,,,0,
Pigeon Cotton Swab 200,1,2,,1,2,,,16.25,,15,Exclusive,20,0,4902508108720,0,,,0,
P Gls Juice Feeder 50ml,1,2,,1,2,,,25,,15,Exclusive,30.47599983,0,4902508108737,0,,,0,
PIGON LUC FEDR PLSTC 50ML,1,2,,1,2,,,12.88000011,,15,Exclusive,16,0,4902508033084,0,,,0,
Pigeon Nipple L 2PC,1,9,,1,9,,,11.34000015,,15,Exclusive,14.28600025,0,4902508033480,0,,,0,
PIGON NIBL L.2PK.,1,2,,1,2,,,10,,15,Exclusive,12,0,4902508173414,0,,,0,
PIGN SLCN NIPL.M BOX 1PK,1,2,,1,2,,,6.800000191,,15,Exclusive,7.618999958,0,4902508017565,0,,,0,
PIGN BOTL SPON 120ML,1,2,,1,2,,,15.73999977,,15,Exclusive,20.95199966,0,4902508173476,0,,,0,
PIGN BOTL SPON 240ML,1,2,,1,2,,,17.23999977,,15,Exclusive,24,0,4902508033282,0,,,0,
PIGN WIPES 82PC,1,2,,1,2,,,11.42000008,,15,Exclusive,20,0,4902508033299,0,,,0,
P Nursing Bottle 120ml,1,2,,1,2,,,16.34000015,,15,Exclusive,20.87000084,0,4902508105927,0,,,0,
P Nursing Bottle 200ml,1,2,,1,2,,,17.87999916,,15,Exclusive,23.80999947,0,4902508260114,0,,,0,
P Nursing Bottle 240ml,1,2,,1,2,,,18.14999962,,15,Exclusive,26,0,4902508260091,0,,,0,
PIGN BOTL PRESTLTC+160ML,1,2,,1,2,,,30,,15,Exclusive,37,0,4902508260060,0,,,0,
PIGN BOTL PRESTLTC+240ML,1,2,,1,2,,,26.75,,15,Exclusive,38,0,4902508008730,0,,,0,
PIGN BOTL WHIT 120ML,1,2,,1,2,,,16.34000015,,15,Exclusive,20.87000084,0,4902508008747,0,,,0,
P White Bottel 200ml,1,2,,1,2,,,17.87999916,,15,Exclusive,23.47800064,0,4902508260121,0,,,0,
P White Bottel 240ml,1,2,,1,2,,,18.14999962,,15,Exclusive,22.85700035,0,4902508260107,0,,,0,
PIGN BOTL WHIT HANDL.240ML,1,2,,1,2,,,22.42000008,,15,Exclusive,26.66699982,0,4902508260077,0,,,0,
PIGN BRST PADS 36PK,1,2,,1,2,,,32,,15,Exclusive,40,0,4902508260084,0,,,0,
PIGN BRST PADS 24PK,1,2,,1,2,,,20.5,,15,Exclusive,25,0,4902508166157,0,,,0,
»ÌÃ‰ Õ›«÷«  ÀœÏ,1,2,,1,2,,,12.5,,15,Exclusive,16,0,4902508166164,0,,,0,
Pigeon Breast Pump,1,9,,1,9,,,30.86000061,,0,Exclusive,38.09500122,0,4902508168380,0,,,0,
PIGN COLING TEETHR,1,2,,1,2,,,11,,15,Exclusive,14.28600025,0,4902508168038,0,,,0,
PIGN COLING TEETHR.,1,2,,1,2,,,11,,15,Exclusive,14,0,4902508136242,0,,,0,
PIGN NIPL PRESTLTC SS,1,2,,1,2,,,13.14999962,,15,Exclusive,18,0,4902508136259,0,,,0,
PIGN NIPL PRESTLTC S,1,2,,1,2,,,13.14999962,,15,Exclusive,18,0,4902508018623,0,,,0,
PIGN NIPL PRESTLTC L 1PC,1,2,,1,2,,,9.607000351,,15,Exclusive,18,0,4902508018630,0,,,0,
PIGN SILCON PCFIR STP-3,1,2,,1,2,,,9.5,,15,Exclusive,11.4289999,0,4902508018654,0,,,0,
PIGN SILCON PCFIR STP-1,1,2,,1,2,,,9.5,,15,Exclusive,11.4289999,0,4902508136815,0,,,0,
PIGN SILCON PCFIR STP-3,1,2,,1,2,,,11,,15,Exclusive,13,0,4902508136884,0,,,0,
PIGN RUBR PCFIR,1,2,,1,2,,,14,,15,Exclusive,17,0,0003051,0,,,0,
DETOL SNTZR FLORL 50ML,1,2,,1,2,,,6.5,,15,Exclusive,9.524000168,0,4902508138536,0,,,0,
PIGN SLCN NIPL.L  BOX 1PK,1,2,,1,2,,,6.369999886,,15,Exclusive,7.618999958,0,6295120005170,0,,,0,
Pigeon Nipple L 3PC,1,9,,1,9,,,17.5,,15,Exclusive,23.47800064,0,4902508173490,0,,,0,
Pigeon Nipple 3PCS,1,9,,1,9,,,16.15999985,,15,Exclusive,20,0,4902508173544,0,,,0,
»ÌÃ‰ Õ·„… 1◊3  M  ⁄·»…,1,2,,1,2,,,16.15999985,,15,Exclusive,23.47800064,0,4902508173452,0,,,0,
»ÌÃ‰ Õ·„… 1◊3  S  ⁄·»…,1,2,,1,2,,,16.47999954,,15,Exclusive,20,0,4902508173520,0,,,0,
PIGN NIPL PRESTLTC.S. 2PC,1,2,,1,2,,,11.5710001,,15,Exclusive,14.28600025,0,4902508173513,0,,,0,
PIGN NIPL PRESTLTC.M. 2PC,1,2,,1,2,,,11,,15,Exclusive,14,0,4902508173384,0,,,0,
PIGN NIPL PRESTLTC.S. 3PC,1,2,,1,2,,,16.47999954,,15,Exclusive,20,0,4902508017558,0,,,0,
PIGN SLCN NIPL.S. BOX 1PK,1,2,,1,2,,,5.989999771,,15,Exclusive,7.618999958,0,4902508173421,0,,,0,
PIGN SLCN CROS.Y. BOX 1PK,1,2,,1,2,,,7,,15,Exclusive,9,0,4902508173469,0,,,0,
PIGN NIPL PRESTLTC.M. 3PC,1,2,,1,2,,,16.47999954,,15,Exclusive,20,0,4902508017695,0,,,0,
LOTUS ADLT M.30.PC,1,2,,1,2,,,68,,15,Exclusive,80,0,4902508173438,0,,,0,
LOTUS ADLT XL.24.PC,1,2,,1,2,,,68,,15,Exclusive,80,0,6281043352132,0,,,0,
LOTUS ADLT L.26.PC,1,2,,1,2,,,68,,15,Exclusive,80,0,6281043352347,0,,,0,
Lotus Maternity 20+6pc,1,2,,1,2,,,13.5,,15,Exclusive,15,0,6281043352149,0,,,0,
LOTUS MATNTY  40.PC,1,2,,1,2,,,20.5,,15,Exclusive,25,0,6281043112064,0,,,0,
LOTUS UNDRPADS,1,2,,1,2,,,38,,15,Exclusive,45,0,6281043112002,0,,,0,
LOTUS TISSUE,1,2,,1,2,,,0.25999999,,15,Exclusive,0.5,0,6281043342072,0,,,0,
EXTRA BLUE,1,2,,1,2,,,9.510000229,,15,Exclusive,12.38099957,0,6281043251084,0,,,0,
JWHR SWET 250MG LEMN,1,2,,1,2,,,3.769999981,,15,Exclusive,7,0,4009900414210,0,,,0,
EXTRA GREEN,1,2,,1,2,,,9.510000229,,15,Exclusive,12.38099957,0,6281105760134,0,,,0,
EXTRA ROSE,1,2,,1,2,,,9.779999733,,15,Exclusive,12.38099957,0,4009900414241,0,,,0,
EXTRA RED,1,2,,1,2,,,9.710000038,,15,Exclusive,12.38099957,0,4009900430951,0,,,0,
EXTRA MINTS,1,2,,1,2,,,4,,15,Exclusive,5,0,4009900441247,0,,,0,
EXTRA 5.STICK WATRMLN,1,2,,1,2,,,4.400000095,,15,Exclusive,5.5,0,4009900464109,0,,,0,
Wdi.Nhl Sesame Oil,1,5,,1,5,,,14.5,,15,Exclusive,17.39100075,0,42188889,0,,,0,
WADI ALNHIL CACTUS OIL,1,2,,1,2,,,18.07999992,,15,Exclusive,20.04599953,0,6281112205390,0,,,0,
Wdi.Nhl Wheat Germ Oil,1,2,,1,2,,,44.33000183,,15,Exclusive,52.38100052,0,1400300200046,0,,,0,
WADI ALNHIL CLOVE OIL,1,2,,1,2,,,28,,15,Exclusive,37,0,1400300200275,0,,,0,
Ê«œÏ «·‰Õ· “Ì  «·ÀÊ„,1,2,,1,2,,,19.82999992,,15,Exclusive,24.76199913,0,6281112010628,0,,,0,
Ê«œÏ «·‰Õ· “Ì  «··Ê“ «·„— 125„,1,2,,1,2,,,30.32999992,,15,Exclusive,34.78300095,0,1400300200107,0,,,0,
Wdi.Nhl Sweet Alomond Oil,1,2,,1,2,,,35.58000183,,15,Exclusive,45.21699905,0,1400300200305,0,,,0,
Ê«œÏ «·‰Õ· “Ì  «·‰«—ÃÌ· 125„,1,2,,1,2,,,21,,15,Exclusive,24.76199913,0,1400300200077,0,,,0,
Castor Oil Mint,1,2,,1,2,,,4.75,,15,Exclusive,8.5,0,1400300200114,0,,,0,
Ê«œÏ «·‰Õ· “Ì  «·Õ»… «·”Êœ«¡ 125„,1,2,,1,2,,,20.42000008,,15,Exclusive,31.42900085,0,6281112205383,0,,,0,
Ê«œÏ «·‰Õ· “Ì  «·“Ì Ê‰ 125„,1,2,,1,2,,,12.82999992,,15,Exclusive,17.39100075,0,1400300200053,0,,,0,
WADI ALNHIL MORROW OIL,1,2,,1,2,,,8.399999619,,15,Exclusive,20,0,1400300200251,0,,,0,
WADI ALNHIL CASTOR OIL,1,2,,1,2,,,4.75,,15,Exclusive,8.696000099,0,1400300200015,0,,,0,
AMIRS DYE BROWN,1,2,,1,2,,,8.199999809,,15,Exclusive,12.17399979,0,6281112603561,0,,,0,
RANI DYE BLACK,1,2,,1,2,,,4.400000095,,15,Exclusive,5.217000008,0,8906008400038,0,,,0,
Õ‰« —«‰Ï ﬂÊ‰35 Õ„,1,2,,1,2,,,2.329999924,,15,Exclusive,5,0,6281104950154,0,,,0,
RANI KOHL,1,2,,1,2,,,2.299999952,,15,Exclusive,5,0,6281104950079,0,,,0,
BALSEM JAVI GREEN,1,2,,1,2,,,2.835000038,,0,Exclusive,8,0,6281104950116,0,,,0,
NUBY*67678*,1,2,,1,2,,,24,,15,Exclusive,33,0,8993176121049,0,,,0,
NUBY*67660*,1,2,,1,2,,,24,,15,Exclusive,33,0,048526676781,0,,,0,
NUBY*67669*,1,2,,1,2,,,11.5,,15,Exclusive,16,0,048526676606,0,,,0,
NUBY*67622*,1,2,,1,2,,,12.5,,15,Exclusive,17,0,048526676699,0,,,0,
NUBY*67621*,1,2,,1,2,,,12.5,,15,Exclusive,17,0,048526676224,0,,,0,
NUBY*67668*,1,2,,1,2,,,11.5,,15,Exclusive,16.19000053,0,048526676217,0,,,0,
NUBY*67918*,1,2,,1,2,,,12.5,,15,Exclusive,17,0,048526676682,0,,,0,
NUBY*67514*,1,2,,1,2,,,14.5,,15,Exclusive,20,0,048526679188,0,,,0,
NUBY*67537*,1,2,,1,2,,,14.5,,15,Exclusive,20,0,048526675142,0,,,0,
NUBY*67679*,1,2,,1,2,,,11,,15,Exclusive,15,0,048526675371,0,,,0,
NUBY*67940*,1,2,,1,2,,,10,,15,Exclusive,14,0,048526676798,0,,,0,
NUBY*67615*,1,2,,1,2,,,16,,15,Exclusive,22,0,048526679409,0,,,0,
NUBY*67685*,1,2,,1,2,,,16.5,,15,Exclusive,23,0,048526676156,0,,,0,
NUBY*67726*,1,2,,1,2,,,11.19999981,,15,Exclusive,15.23799992,0,048526676859,0,,,0,
NUBY*67907*,1,2,,1,2,,,14.5,,15,Exclusive,20,0,048526677269,0,,,0,
NUBY*67542*,1,2,,1,2,,,14.5,,15,Exclusive,20,0,048526679072,0,,,0,
NUBY*67617*,1,2,,1,2,,,19.5,,15,Exclusive,27,0,048526986743,0,,,0,
NUBY*68002*,1,2,,1,2,,,25.5,,15,Exclusive,35,0,048526676170,0,,,0,
NUBY*68057*,1,2,,1,2,,,26,,15,Exclusive,36,0,048526680023,0,,,0,
NUBY*68056*,1,2,,1,2,,,23,,15,Exclusive,32,0,048526680573,0,,,0,
NUBY*67017*,1,2,,1,2,,,40.5,,15,Exclusive,53,0,048526680566,0,,,0,
NUBY*67016*,1,2,,1,2,,,38,,15,Exclusive,50,0,048526670178,0,,,0,
NUBY*67275*,1,2,,1,2,,,38,,15,Exclusive,50,0,048526670161,0,,,0,
NUBY*67018*,1,2,,1,2,,,43,,15,Exclusive,56,0,048526672752,0,,,0,
NUBY*67652*,1,2,,1,2,,,40,,15,Exclusive,55,0,048526670185,0,,,0,
NUBY*67932*,1,2,,1,2,,,14,,15,Exclusive,20,0,048526676521,0,,,0,
NUBY*67999*,1,2,,1,2,,,10,,15,Exclusive,14,0,048526679324,0,,,0,
NUBY*67658*,1,2,,1,2,,,17.5,,15,Exclusive,24,0,048526679997,0,,,0,
STOR BOTT*5203304*,1,2,,1,2,,,26,,15,Exclusive,36,0,048526676583,0,,,0,
STOR BOTT *5203302*,1,2,,1,2,,,26,,15,Exclusive,36,0,8412497522330,0,,,0,
STOR SIPPER*5204111*,1,2,,1,2,,,21.60000038,,15,Exclusive,30,0,8412497525331,0,,,0,
STOR BOTT *5203331*,1,2,,1,2,,,26,,15,Exclusive,36,0,8412497523412,0,,,0,
STOR SIPPER*5204101*,1,2,,1,2,,,21.60000038,,15,Exclusive,30,0,8412497527335,0,,,0,
STOR BOTT *5203311*,1,2,,1,2,,,26,,15,Exclusive,36,0,8412497520411,0,,,0,
STOR SIPPER*5204131*,1,2,,1,2,,,21.60000038,,15,Exclusive,30,0,8412497523337,0,,,0,
STOR SIPPER*5204102*,1,2,,1,2,,,21.60000038,,15,Exclusive,30,0,8412497527410,0,,,0,
STOR SIPPER*5204161*,1,2,,1,2,,,21.60000038,,15,Exclusive,30,0,8412497525416,0,,,0,
TRUDEAU 3PCS*381403*,1,2,,1,2,,,25,,15,Exclusive,34,0,8412497524419,0,,,0,
TRUDEAU 3PCS*381402*,1,2,,1,2,,,25,,15,Exclusive,34,0,063562440486,0,,,0,
TRUDEAU 3PCS*381411*,1,2,,1,2,,,25,,15,Exclusive,34,0,063562581554,0,,,0,
TRUDEAU 3PCS*381404*,1,2,,1,2,,,25,,15,Exclusive,34,0,063562443920,0,,,0,
TRUDEAU 3PCS*381415*,1,2,,1,2,,,25,,15,Exclusive,34,0,063562427814,0,,,0,
TRUDEAU 3PCS*381461*,1,2,,1,2,,,25,,15,Exclusive,34,0,063562586894,0,,,0,
TRUDEAU *534004*,1,2,,1,2,,,19.60000038,,15,Exclusive,28,0,063562567343,0,,,0,
TRUDEAU *2640014*,1,2,,1,2,,,22,,15,Exclusive,30,0,063562527989,0,,,0,
TRUDEAU *640011*,1,2,,1,2,,,22,,15,Exclusive,30,0,063562588300,0,,,0,
TRUDEAU *640013*,1,2,,1,2,,,22,,15,Exclusive,30,0,063562530323,0,,,0,
TRUDEAU *640061*,1,2,,1,2,,,22,,15,Exclusive,30,0,063562531818,0,,,0,
TRUDEAU *2632004*,1,2,,1,2,,,24,,15,Exclusive,33,0,063562601146,0,,,0,
TRUDEAU *632011*,1,2,,1,2,,,24,,15,Exclusive,33,0,063562440783,0,,,0,
TRUDEAU *534031*,1,2,,1,2,,,19.60000038,,15,Exclusive,28,0,063562527101,0,,,0,
TRUDEAU*2534002*,1,2,,1,2,,,19.60000038,,15,Exclusive,28,0,063562534468,0,,,0,
STOR BOTT*5203301*,1,2,,1,2,,,26,,15,Exclusive,36,0,063562597326,0,,,0,
STOR BOTT*329061*,1,2,,1,2,,,23.5,,15,Exclusive,32,0,8412497520336,0,,,0,
STOR CANTEEN*329001*,1,2,,1,2,,,23.5,,15,Exclusive,32,0,8412497386222,0,,,0,
STOR CANTEEN*329011*,1,2,,1,2,,,23.5,,15,Exclusive,32,0,8412497094226,0,,,0,
STOR CANTEEN*329004,1,2,,1,2,,,23.5,,15,Exclusive,32,0,8412497366224,0,,,0,
TRUDEAU*2640001*,1,2,,1,2,,,22,,15,Exclusive,30,0,8412497096220,0,,,0,
MIXAVIT SYRP,1,1,,1,1,,,6.909999847,,0,Exclusive,9.949999809,0,0003154,0,,,0,
CEFUZIME 500MG TAB.,1,1,,1,1,,,41.70800018,,0,Exclusive,63.95000076,0,6291100081424,0,,,0,
OLFEN DISP. TAB,1,1,,1,1,,,12.73999977,,0,Exclusive,19.60000038,0,6291100081769,0,,,0,
Mebo 75gm oint,1,1,,1,1,,,80.5,,0,Exclusive,115,0,7640153080547,0,,,0,
CLOPEX  75MG TAB,1,1,,1,1,,,126.875,,0,Exclusive,145.8999939,0,6291100082223,0,,,0,
ZAMUR 500MG TAB,1,1,,1,1,,,31.54400063,,0,Exclusive,37.84999847,0,3701700000037,0,,,0,
DECOZAL NASAL DROPS,1,1,,1,1,,,2.01699996,,0,Exclusive,4.400000095,0,7640153080882,0,,,0,
BETASON TAB,1,1,,1,1,,,4.652999878,,0,Exclusive,6.699999809,0,6251151000270,0,,,0,
CERELAC  WHEAT 400 GM,1,5,,1,5,,,17.13599968,,15,Exclusive,21,0,6291100085651,0,,,0,
‰«‰ 400 Ã —ﬁ„ 1,1,5,,1,5,,,27.36000061,,15,Exclusive,29,0,7613033432675,0,,,0,
‰«‰ 800 Ã —ﬁ„ 1,1,5,,1,5,,,52.83000183,,15,Exclusive,56,0,7613032334741,0,,,0,
‰«‰ 400 Ã —ﬁ„ 2,1,5,,1,5,,,27.36000061,,15,Exclusive,29,0,7613032457761,0,,,0,
Nan 2 800gm,1,5,,1,5,,,66.72000122,,15,Exclusive,71.30000305,0,7613033536182,0,,,0,
Nan 3 400gm,1,5,,1,5,,,32.90000153,,15,Exclusive,33.90999985,0,7613287428424,0,,,0,
‰«‰ 800 Ã„ —ﬁ„ 3,1,5,,1,5,,,52.81999969,,15,Exclusive,56,0,7613287484246,0,,,0,
Cerelac Wheat & Honey 1kg,1,5,,1,5,,,61.02000046,,15,Exclusive,65.22000122,0,7613032630492,0,,,0,
CERELAC WHEAT  DATE 1KG,1,5,,1,5,,,60.29999924,,15,Exclusive,65.22000122,0,7613034981684,0,,,0,
Cerelac Wheat &Fruits 1KG,1,5,,1,5,,,61.02000046,,15,Exclusive,63.47999954,0,7613034981561,0,,,0,
CERELAC WHEAT  DATE 400 GM,1,5,,1,5,,,26.14999962,,15,Exclusive,27.82999992,0,7613034981806,0,,,0,
Cerelac Wheat &Fruits 400gm,1,5,,1,5,,,26.01000023,,15,Exclusive,26.95999908,0,7613034981165,0,,,0,
Cerelac Wheat & Honey 400 GM,1,5,,1,5,,,25.71999931,,15,Exclusive,27.82999992,0,8410100181509,0,,,0,
KIKO#12120#,1,2,,1,2,,,11,,15,Exclusive,20,0,7613034981653,0,,,0,
KIKO#15517#,1,2,,1,2,,,18,,15,Exclusive,28,0,7824718121207,0,,,0,
KIKO#14130#,1,2,,1,2,,,11.60000038,,15,Exclusive,18,0,8850217155176,0,,,0,
KIKO#15516#,1,2,,1,2,,,11.60000038,,15,Exclusive,18,0,8850217141308,0,,,0,
KIKO#11314#,1,2,,1,2,,,20.70000076,,15,Exclusive,32,0,8850217155169,0,,,0,
KIKO#11661#,1,2,,1,2,,,8.399999619,,15,Exclusive,13,0,8850217113145,0,,,0,
KIKO#12132#,1,2,,1,2,,,8.399999619,,15,Exclusive,13,0,4711146116611,0,,,0,
KIKO#12127#,1,2,,1,2,,,10.23900032,,15,Exclusive,14.28600025,0,7824718121320,0,,,0,
KIKO#12115#,1,2,,1,2,,,18,,15,Exclusive,28,0,7824718121276,0,,,0,
KIKO#14105#,1,2,,1,2,,,11.60000038,,15,Exclusive,18,0,7824718121153,0,,,0,
KIKO#14103#,1,2,,1,2,,,8.399999619,,15,Exclusive,12,0,8850217014053,0,,,0,
KIKO#11360#,1,2,,1,2,,,7,,15,Exclusive,14,0,8850217014039,0,,,0,
KIKO#12147#,1,2,,1,2,,,11.60200024,,15,Exclusive,32.38100052,0,8850217113602,0,,,0,
KIKO#12148#,1,2,,1,2,,,11,,15,Exclusive,23.5,0,6818221214724,0,,,0,
KIKO#12149#,1,2,,1,2,,,12,,15,Exclusive,25,0,6818221214823,0,,,0,
KIKO#12144#,1,2,,1,2,,,15.69699955,,15,Exclusive,21.90500069,0,6818221214939,0,,,0,
KIKO#11624#,1,2,,1,2,,,8.399999619,,15,Exclusive,13,0,6818221214410,0,,,0,
KIKO#11623#,1,2,,1,2,,,6.800000191,,15,Exclusive,10.5,0,7111471116244,0,,,0,
Nido 400 gm,1,5,,1,5,,,17.44599915,,15,Exclusive,24.34799957,0,7111471116237,0,,,0,
Nido 900 gm,1,5,,1,5,,,53.47000122,,15,Exclusive,56.52000046,0,6294003575236,0,,,0,
‰ÌœÊ 1800 Ã„ —ﬁ„ 3,1,5,,1,5,,,86.19000244,,15,Exclusive,91.42900085,0,6294003575250,0,,,0,
«Ê·«Ï ·Ê‘‰ ‰Â«—,1,2,,1,2,,,14.48999977,,15,Exclusive,20,0,7616100759330,0,,,0,
Olay Age Defying Day Cr,1,2,,1,2,,,34.04000092,,15,Exclusive,46,0,5011321868281,0,,,0,
OLAY REGNRST CC DARK.,1,2,,1,2,,,72.5,,15,Exclusive,97,0,5000174961256,0,,,0,
OLAY AGE DFYNG NIGHT CR,1,2,,1,2,,,34.04000092,,15,Exclusive,46,0,4015600624439,0,,,0,
OLAY EYE MKUP REMVR,1,2,,1,2,,,19.34399986,,15,Exclusive,26,0,5000174961317,0,,,0,
OLAY TOTSL EFCT 2*1,1,2,,1,2,,,47,,15,Exclusive,61,0,5000174441994,0,,,0,
OLAY FRSH TONR,1,2,,1,2,,,19.33399963,,15,Exclusive,26,0,0003202,0,,,0,
OLAY ESNTL CMPLT NIGHT CR,1,2,,1,2,,,17,,15,Exclusive,30.47599983,0,5000174442120,0,,,0,
OLAY ESNTL CMPLT DAY CR,1,2,,1,2,,,23.92000008,,15,Exclusive,32,0,5000174528688,0,,,0,
OLAY CMPLT DAY.SENS.CR,1,2,,1,2,,,17,,15,Exclusive,30.47599983,0,5000174562170,0,,,0,
Olay Regenerist Moisturiser,1,2,,1,2,,,66.70290375,,15,Exclusive,87,0,5000174010862,0,,,0,
OLAY REGNST NGHT ELXR,1,2,,1,2,,,72,,15,Exclusive,95,0,4015600978242,0,,,0,
OLAY REGNST MSTR WRINKL,1,2,,1,2,,,72.25,,15,Exclusive,95,0,5013965963414,0,,,0,
OLAY FAC.WASH,1,2,,1,2,,,22.14599991,,15,Exclusive,30,0,4015600343750,0,,,0,
OLAY FAC.CRLNSN,1,2,,1,2,,,10.42000008,,15,Exclusive,19.04800034,0,5000174442052,0,,,0,
OLAY REGNST DY MOIST,1,2,,1,2,,,51.98199844,,15,Exclusive,70,0,4902430987622,0,,,0,
OLAY REGNST CC MDIUM,1,2,,1,2,,,72.5,,15,Exclusive,97,0,5011321373013,0,,,0,
OLAY TOTAL EFECT PACK,1,2,,1,2,,,94,,15,Exclusive,140,0,4015600624392,0,,,0,
OLAY WHIT DY+NIGHT,1,2,,1,2,,,26,,15,Exclusive,35,0,5011321745445,0,,,0,
OLAY REGNRST CC LIGHT,1,2,,1,2,,,72.5,,15,Exclusive,97,0,5410076716753,0,,,0,
