ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP
Strepsils Extra 24tab,1,1,,1,1,,,28.75200081,,0,Inclusive,40,0,5000158102903,0,,,0,
Strepsils Orange 24tab,1,1,,1,1,,,24.47999954,,0,Exclusive,34,0,5000167019384,0,,,0,
Strepsils H&Lemon 24tab,1,1,,1,1,,,24.47999954,,0,Inclusive,34,0,5000167019377,0,,,0,
Gentaplex 36cap,1,1,,1,1,,,154.9799957,,0,Exclusive,189,0,610644196016,0,,,0,
Pantozol 40mg 15 tab_New,1,1,,1,1,,,31.52000046,,0,Exclusive,49.25,0,0000005,0,,,0,
Duphaston 10mg 20tab,1,1,,1,1,,,44.08399963,,0,Exclusive,52.90000153,0,0000006,0,,,0,
Adol 500mg 20tab,1,1,,1,1,,,4.209000111,,0,Exclusive,5.050000191,0,6291100080069,0,,,0,
Pert Antidand. Sh. 200ml,1,2,,1,2,,,4.791999817,,15,Exclusive,7,0,5011321258723,0,,,0,
Fusibact-B Cream,1,1,,1,1,,,7.09499979,,0,Exclusive,12.89999962,0,6281269115320,0,,,0,
Fusibact oint,1,1,,1,1,,,8.965000153,,0,Exclusive,16.29999924,0,6281269096544,0,,,0,
Solpadeine 24cap,1,1,,1,1,,,10.95899963,,0,Exclusive,13.14999962,0,018653002111,0,,,0,
Zeta Oint,1,1,,1,1,,,9.376000404,,0,Exclusive,11.25,0,6281102230272,0,,,0,
Zetacort cream,1,1,,1,1,,,6.267000198,,0,Exclusive,9.399999619,0,6281102231675,0,,,0,
Derma-T 30ml Lotion,1,1,,1,1,,,12.84700012,,0,Exclusive,22.14999962,0,6281102230852,0,,,0,
Prozac 20mg 28tab,1,1,,1,1,,,86.39499664,,0,Exclusive,99.34999847,0,6281086002490,0,,,0,
Elocom0.1% 30g cream,1,1,,1,1,,,16.62599945,,0,Exclusive,19.95000076,0,0000017,0,,,0,
Elocom 0.1% 30g ointment,1,1,,1,1,,,16.62599945,,0,Exclusive,19.95000076,0,0000730180301,0,,,0,
Calmurid 100g Cream,1,1,,1,1,,,57.59999847,,15,Exclusive,72,0,3499320003544,0,,,0,
Lipobase 100gm Cream,1,1,,1,1,,,37.50299835,,15,Exclusive,45,0,8718692510289,0,,,0,
Mentex 125ml Syrp,1,1,,1,1,,,7.254000187,,0,Exclusive,11.69999981,0,6285147002429,0,,,0,
Cipralex 10mg 28tab,1,1,,1,1,,,76.95999908,,0,Exclusive,88.5,0,5702157150809,0,,,0,
Ticanase N.Spray,1,1,,1,1,,,16,,0,Exclusive,20,0,6221076160588,0,,,0,
Avocaine 50ml Spray,1,1,,1,1,,,15.68000031,,0,Exclusive,22.39999962,0,0106285095004643,0,,,0,
Xylocaine 50ml Spray,1,1,,1,1,,,21.45999908,,0,Exclusive,25.75,0,7321839711084,0,,,0,
Apiflox Eye dps,1,1,,1,1,,,11.54300022,,0,Exclusive,13.85000038,0,0000026,0,,,0,
Optiflox Eye dps,1,1,,1,1,,,8.447999954,,0,Exclusive,12.80000019,0,6281269035086,0,,,0,
Oxacin Eye dps,1,1,,1,1,,,6.209000111,,0,Exclusive,7.449999809,0,6281080001024,0,,,0,
Oflox Eye dps,1,1,,1,1,,,11.2510004,,0,Exclusive,13.5,0,3705077015083,0,,,0,
Ciprocin Eye dps,1,1,,1,1,,,8.548000336,,0,Exclusive,13.14999962,0,6281080000966,0,,,0,
Humulin-N vial,1,1,,1,1,,,44.62900162,,0,Exclusive,53.54999924,0,0000031,0,,,0,
Rinomist N. Spray,1,1,,1,1,,,18.70000076,,0,Exclusive,34,0,0000033,0,,,0,
Seretide Diskus 100mcg,1,1,,1,1,,,91.65599823,,0,Exclusive,105.4000015,0,0000034,0,,,0,
Cefim 400 mg 6cap,1,1,,1,1,,,50.9620018,,0,Exclusive,61.15000153,0,0000035,0,,,0,
Humulin-R Vial,1,1,,1,1,,,44.62900162,,0,Exclusive,53.54999924,0,0000036,0,,,0,
Cefix 200mg 8cap,1,1,,1,1,,,23.53000069,,0,Exclusive,36.29999924,0,6251106401657,0,,,0,
Winex 200mg 8cap,1,1,,1,1,,,34.75500107,,0,Exclusive,49.65000153,0,0000038,0,,,0,
Winex 400mg 6Cap,1,1,,1,1,,,33.97499847,,0,Exclusive,67.94999695,0,6281102232580,0,,,0,
Zamur 500mg 10tab,1,1,,1,1,,,29.52300072,,0,Exclusive,37.84999847,0,7640118191424,0,,,0,
Cefurex 500mg 10tab,1,1,,1,1,,,25.95599937,,0,Exclusive,36.04999924,0,6251160020405,0,,,0,
Daroxime 500mg 10tab,1,1,,1,1,,,16.47500038,,0,Exclusive,32.95000076,0,6251107321015,0,,,0,
Erythrodar Forte 400mg Cap,1,1,,1,1,,,8.541000366,,0,Exclusive,10.25,0,6251107019028,0,,,0,
Maxim 400mg 5tab,1,1,,1,1,,,40.90399933,,0,Exclusive,61.04999924,0,0000044,0,,,0,
Maxim 400mg 7tab,1,1,,1,1,,,43.41600037,,0,Exclusive,80.40000153,0,0000045,0,,,0,
Avalox 7tab,1,1,,1,1,,,95.71600342,,0,Exclusive,114.8499985,0,0000046,0,,,0,
Cefodox 200mg tab,1,1,,1,1,,,48.26499939,,0,Exclusive,68.94999695,0,6251106400476,0,,,0,
Ospexin 500mg tab,1,1,,1,1,,,29.12700081,,0,Exclusive,34.95000076,0,0000048,0,,,0,
Meiact 200mg tab,1,1,,1,1,,,69.30699921,,0,Exclusive,79.69999695,0,6281102231682,0,,,0,
Tarivid 200mg tab,1,1,,1,1,,,28.34199905,,0,Exclusive,38.29999924,0,3582910040361,0,,,0,
Tetracycline 250mg cap,1,1,,1,1,,,11.33399963,,0,Exclusive,13.60000038,0,0000051,0,,,0,
Vi-De3 dps,1,1,,1,1,,,6.894999981,,0,Exclusive,9.850000381,0,0000054,0,,,0,
Cipromax 500mg tab,1,1,,1,1,,,31.02499962,,0,Exclusive,62.04999924,0,6281086001226,0,,,0,
Cipromax 250mg tab,1,1,,1,1,,,31.54400063,,0,Exclusive,37.84999847,0,6281086001219,0,,,0,
Bactall 500mg tab,1,1,,1,1,,,12.86999989,,0,Exclusive,23.39999962,0,0000057,0,,,0,
Ciprocin 500mg tab,1,1,,1,1,,,18.62400055,,0,Exclusive,29.10000038,0,6221032115591,0,,,0,
Cipromid 500mg tab,1,1,,1,1,,,14.20899963,,0,Exclusive,17.04999924,0,0000059,0,,,0,
Cipropharm 250mg tab,1,1,,1,1,,,8.126000404,,0,Exclusive,9.75,0,6251106402845,0,,,0,
Diclogesic 12.5mg supp,1,1,,1,1,,,2.529999971,,0,Exclusive,4.599999905,0,6251107130013,0,,,0,
Septrin tab,1,1,,1,1,,,15.16800022,,0,Exclusive,18.20000076,0,0000062,0,,,0,
Sarf 500mg tab,1,1,,1,1,,,46.54499817,,0,Exclusive,55.84999847,0,6291100083268,0,,,0,
Clarimac 500mg tab,1,1,,1,1,,,32.23500061,,0,Exclusive,46.04999924,0,6281080001710,0,,,0,
Klacid 500mg XL 14tab,1,1,,1,1,,,71.6309967,,0,Exclusive,85.94999695,0,0000066,0,,,0,
Claritt 500mg  XL  14tab,1,1,,1,1,,,33.08200073,,0,Exclusive,60.15000153,0,6281102233266,0,,,0,
Claritt 500mg XL 7tab,1,1,,1,1,,,30.25600052,,0,Exclusive,48.79999924,0,6281102232337,0,,,0,
Clamycin 500mg tab,1,1,,1,1,,,41.04800034,,0,Exclusive,63.15000153,0,6291100081790,0,,,0,
Keflex 500mg tab,1,1,,1,1,,,25.06500053,,0,Exclusive,40.09999847,0,6281086001332,0,,,0,
Cephalex 500mg cap,1,1,,1,1,,,27.04400063,,0,Exclusive,32.45000076,0,6281102230104,0,,,0,
Cloracef Forte 500mg cap,1,1,,1,1,,,29.09399986,,0,Exclusive,55.95000076,0,6251107055019,0,,,0,
Midroxil 500mg cap,1,1,,1,1,,,16.04299927,,0,Exclusive,19.25,0,0000074,0,,,0,
Cefadril 500mg cap,1,1,,1,1,,,14.45899963,,0,Exclusive,17.35000038,0,0000075,0,,,0,
Tabiclor 500mg cap,1,1,,1,1,,,44.54499817,,0,Exclusive,53.45000076,0,0000076,0,,,0,
Augmentin 375mg 20tab,1,1,,1,1,,,25.72500038,,0,Exclusive,36.75,0,6285063000073,0,,,0,
Julmentin 2X 1000mg tab,1,1,,1,1,,,34.70500183,,0,Exclusive,63.09999847,0,6291100081714,0,,,0,
Silvikrin Shampoo 700ml,1,2,,1,2,,,22.5,,15,Exclusive,29,0,0000079,0,,,0,
Avotin-A 30gm 0.05%cr,1,1,,1,1,,,6.041999817,,0,Exclusive,15.89999962,0,6284000000091,0,,,0,
Clavodar 1gm tab,1,1,,1,1,,,20.06999969,,0,Exclusive,44.59999847,0,6251107241016,0,,,0,
Clavodar 625mg tab,1,1,,1,1,,,11.40799999,,0,Exclusive,24.79999924,0,6251107239020,0,,,0,
Hymox 500mg 20cap,1,1,,1,1,,,13.33199978,,0,Exclusive,40.40000153,0,6281086000793,0,,,0,
Hymox 250mg 20caps,1,1,,1,1,,,12.92800045,,0,Exclusive,20.20000076,0,6281086000786,0,,,0,
Hymox BID 875mg tab,1,1,,1,1,,,25.89599991,,0,Exclusive,40.40000153,0,6281086002551,0,,,0,
Amoxydar 250mg cap,1,1,,1,1,,,4.34499979,,0,Exclusive,7.300000191,0,6251107047021,0,,,0,
Apo-Doxy 100mg cap,1,1,,1,1,,,21.85700035,,0,Exclusive,28.85000038,0,0000089,0,,,0,
Diflucan 150mg cap,1,1,,1,1,,,17.50499916,,0,Exclusive,19.45000076,0,0000090,0,,,0,
Candivast 150mg cap,1,1,,1,1,,,12.56999969,,0,Exclusive,20.95000076,0,6251159000456,0,,,0,
Flocazole 150mg 1cap,1,1,,1,1,,,18.47999954,,0,Exclusive,28,0,6281086002018,0,,,0,
Tracon 100mg 4cap,1,1,,1,1,,,21.59900093,,0,Exclusive,31.10000038,0,6281086002070,0,,,0,
Dorofen 40cap,1,1,,1,1,,,27.66399956,,0,Exclusive,36.40000153,0,610644193114,0,,,0,
Glucosamine plus 30tab,1,1,,1,1,,,22.93199921,,0,Exclusive,27.29999924,0,6281080006524,0,,,0,
Champix 0.5&1mg tab,1,1,,1,1,,,154.6580048,,0,Exclusive,177.8500061,0,5013457019636,0,,,0,
Reparil 40dragees,1,1,,1,1,,,17.16799927,,0,Exclusive,20.60000038,0,0000097180101,0,,,0,
Xeractan 10mg cap,1,1,,1,1,,,56,,0,Exclusive,76.09999847,0,0000101,0,,,0,
Eltroxin 50mcg tab,1,1,,1,1,,,16.66799927,,0,Exclusive,20,0,6091403211852,0,,,0,
Eltroxin 100mcg tab,1,1,,1,1,,,14.66600037,,0,Exclusive,20,0,6091403211869,0,,,0,
Euthyrox 100mcg tab,1,1,,1,1,,,26.12700081,,0,Exclusive,31.35000038,0,0000104,0,,,0,
Betaserc 16mg tab,1,1,,1,1,,,41.91999817,,0,Exclusive,50.29999924,0,0000105,0,,,0,
Betagen 16mg tab,1,1,,1,1,,,20.82299995,,0,Exclusive,31.54999924,0,6281080001284,0,,,0,
Dizinil tab,1,1,,1,1,,,7.834000111,,0,Exclusive,9.399999619,0,0000107,0,,,0,
Fusiderm cream,1,1,,1,1,,,8.701000214,,0,Exclusive,11.35000038,0,6281086001196,0,,,0,
Balad oint,1,1,,1,1,,,4.09499979,,0,Exclusive,9.100000381,0,6281080001840,0,,,0,
Detrusitol 2mg tab,1,1,,1,1,,,84.91600037,,0,Exclusive,97.65000153,0,0000110,0,,,0,
Lustral 50mg tab,1,1,,1,1,,,86.12999725,,0,Exclusive,95.69999695,0,6281086000618,0,,,0,
Entapro 10mg tab,1,1,,1,1,,,47.37599945,,0,Exclusive,75.19999695,0,6281086002674,0,,,0,
Entapro 20mg tab,1,1,,1,1,,,77.70999908,,0,Exclusive,123.3499985,0,6281086002681,0,,,0,
Paroxat 10mg tab,1,1,,1,1,,,22.61199951,,0,Exclusive,30.14999962,0,6281086002483,0,,,0,
Paroxat 30mg tab,1,1,,1,1,,,57.90499878,,0,Exclusive,78.25,0,6281086002469,0,,,0,
Lejam 60mg 4tab,1,1,,1,1,,,36.84999847,,0,Exclusive,67,0,0000116,0,,,0,
Ridone 2mg tab,1,1,,1,1,,,75.39399719,,0,Exclusive,86.69999695,0,0000118,0,,,0,
Hydergin 1.5mg tab,1,1,,1,1,,,43.54999924,,0,Exclusive,52.25,0,0000119,0,,,0,
Betamet 10gm oint,1,1,,1,1,,,3.869999886,,0,Exclusive,5.150000095,0,6281086000328,0,,,0,
Zithromax 300mg/7.5ml susp,1,1,,1,1,,,31.82799911,,0,Exclusive,43.59999847,0,0000122161101,0,,,0,
Rofenac 50gm gel,1,1,,1,1,,,6.993999958,,0,Exclusive,13.44999981,0,6281086000663,0,,,0,
Humalog 100U\ml KwikPen,1,1,,1,1,,,83.97499847,,0,Exclusive,167.9499969,0,0000124,0,,,0,
Muscleze 75gm  gel,1,1,,1,1,,,22.29299927,,0,Exclusive,26.75,0,9332986000011,0,,,0,
Bisolvon 8mg tab,1,1,,1,1,,,9.916999817,,0,Exclusive,11.89999962,0,3704367070108,0,,,0,
Ezolvin 8mg tab,1,1,,1,1,,,4.875,,0,Exclusive,6.5,0,3704500367010,0,,,0,
Vascodipine 5mg 30tab,1,1,,1,1,,,25.71699905,,0,Exclusive,43.20000076,0,6281080003264,0,,,0,
Prex 75mg 14cap,1,1,,1,1,,,32.17499924,,0,Exclusive,37,0,0000131,0,,,0,
Profinal 400mg 24tab,1,1,,1,1,,,7.724999905,,0,Exclusive,12.05000019,0,6291100080137,0,,,0,
Fevadol 145ml syp,1,1,,1,1,,,8.342000008,,0,Exclusive,10.05000019,0,6281086000939,0,,,0,
Fusiderm oint,1,1,,1,1,,,6.464000225,,0,Exclusive,10.10000038,0,6281086001189,0,,,0,
Paxitab 20mg 30tab,1,1,,1,1,,,27.14999962,,0,Exclusive,54.29999924,0,0000135,0,,,0,
Voltaren 75mg 3amp,1,1,,1,1,,,19.95499992,,0,Exclusive,30.70000076,0,3711500001653,0,,,0,
Aspirin Protect 100mg 60tab,1,1,,1,1,,,15.8760004,,0,Exclusive,19.04999924,0,0000140,0,,,0,
Voltaren 50gm emulgel,1,1,,1,1,,,14.32199955,,0,Exclusive,17.04999924,0,0000141,0,,,0,
Otrivin Menthol 0.1% N.Spray,1,1,,1,1,,,11.5010004,,0,Exclusive,13.80000019,0,0000142,0,,,0,
S-26 Progress Gold 400gm,1,5,,1,5,,,33.77399826,,15,Exclusive,35.65200043,0,8886472101528,0,,,0,
Olfen 50mg tab,1,1,,1,1,,,10.33399963,,0,Exclusive,12.39999962,0,7640153080660,0,,,0,
Profenid L.P.200mg tab,1,1,,1,1,,,29.08600044,,0,Exclusive,34.90000153,0,3582910027836,0,,,0,
Diclogesic Retard 100 Cap,1,1,,1,1,,,5.027999878,,0,Exclusive,17.20000076,0,6251107057013,0,,,0,
Diclogesic Retard 50 Cap,1,1,,1,1,,,14.33399963,,0,Exclusive,17.20000076,0,0000152,0,,,0,
PARAFON 30Cap,1,1,,1,1,,,13.7159996,,0,Exclusive,25.39999962,0,6281080002380,0,,,0,
Fast-Flam 50 tab,1,1,,1,1,,,12.93599987,,0,Exclusive,26.95000076,0,6281236022033,0,,,0,
Riaproxen 500mg tab,1,1,,1,1,,,15.59300041,,0,Exclusive,28.35000038,0,6281080003141,0,,,0,
PROF 600 mg tab,1,1,,1,1,,,6.915999889,,0,Exclusive,13.05000019,0,0000156171201,0,,,0,
Voltaren 50mg tab,1,1,,1,1,,,15.92000008,,0,Exclusive,19.89999962,0,3711500001639,0,,,0,
Voltaren retard 100mg tab,1,1,,1,1,,,18.01799965,,0,Exclusive,27.29999924,0,3711500001677,0,,,0,
Sapofen 600mg tab,1,1,,1,1,,,13.05000019,,0,Exclusive,17.39999962,0,6281086001066,0,,,0,
Sapofen 400mg tab,1,1,,1,1,,,5.400000095,,0,Exclusive,10,0,6281086000250,0,,,0,
Divido 75mg cap,1,1,,1,1,,,16.85700035,,0,Exclusive,30.64999962,0,6281102230593,0,,,0,
Cataflam 50 mg 20 tab,1,1,,1,1,,,25.33300018,,0,Exclusive,31.70000076,0,3711500000571,0,,,0,
Xefo 8mg tab,1,1,,1,1,,,18.14500046,,0,Exclusive,23.95000076,0,6281936131813,0,,,0,
Brufen 600mg tab,1,1,,1,1,,,14.66300011,,0,Exclusive,19.54999924,0,0000164171101,0,,,0,
Brufen 400mg tab,1,1,,1,1,,,10.19999981,,0,Exclusive,13.60000038,0,0000165,0,,,0,
Arcoxia 120mg 7 tab,1,1,,1,1,,,14.13599968,,0,Exclusive,18.60000038,0,3707715010139,0,,,0,
canselled Arcoxia 90mg,1,1,,1,1,,,161.9199982,,0,Exclusive,186.1999969,0,3707714010130,0,,,0,
Voltaren 100mg supp,1,1,,1,1,,,15.16800022,,0,Exclusive,18.20000076,0,0000169180301,0,,,0,
Prex 50 mg,1,1,,1,1,,,20.87700081,,0,Exclusive,25.04999924,0,0000170,0,,,0,
Prex 75 mg,1,1,,1,1,,,61.67200089,,0,Exclusive,74,0,6281900001616,0,,,0,
Prex 150 mg,1,1,,1,1,,,38.37799835,,0,Exclusive,92.09999847,0,6281900001630,0,,,0,
Sirdalud 4mg tab,1,1,,1,1,,,32.00299835,,0,Exclusive,38.40000153,0,0000175,0,,,0,
Sirdalud 2 mg tab,1,1,,1,1,,,15.6260004,,0,Exclusive,18.75,0,3711500001431,0,,,0,
Xefo inject,1,1,,1,1,,,13.29300022,,0,Exclusive,15.94999981,0,6281900054674,0,,,0,
Votrex 50mg tab,1,1,,1,1,,,3.894999981,,0,Exclusive,10.25,0,6251065012062,0,,,0,
Relaxon 30cap,1,1,,1,1,,,13.76599979,,0,Exclusive,24.14999962,0,6281204015654,0,,,0,
Paraxone cap,1,1,,1,1,,,10.01000023,,0,Exclusive,14.30000019,0,6281904015657,0,,,0,
Voltic.D 50mg tab,1,1,,1,1,,,13.72000027,,0,Exclusive,19.60000038,0,0000183,0,,,0,
Prof 400mg tab,1,1,,1,1,,,6.355999947,,0,Exclusive,11.35000038,0,0000184180201,0,,,0,
Mobic 7.5mg 10tab,1,1,,1,1,,,8.680000305,,0,Exclusive,10.85000038,0,3704336020073,0,,,0,
Mobic 15mg 10-tab,1,1,,1,1,,,12.33399963,,0,Exclusive,14.80000019,0,0001683170401,0,,,0,
Tylenol Forte tab,1,1,,1,1,,,3.775000095,,0,Exclusive,7.550000191,0,0000187,0,,,0,
Panadol  Extra 24tab,1,1,,1,1,,,6.880000114,,0,Exclusive,8,0,08815408,0,,,0,
Panadol Extend 18tab,1,1,,1,1,,,13.1260004,,0,Exclusive,15.75,0,9502830971013,0,,,0,
Panadol Actifast 20tab,1,1,,1,1,,,6.625999928,,0,Exclusive,9.149999619,0,08817600,0,,,0,
Panadrex 24tab,1,1,,1,1,,,3.119999886,,0,Exclusive,3.900000095,0,3704500312010,0,,,0,
Fevadol 20tab,1,1,,1,1,,,3.5,,0,Exclusive,4.199999809,0,6281086000090,0,,,0,
Fevadol Extra 20tab,1,1,,1,1,,,4.639999866,,0,Exclusive,5.800000191,0,6281086000922,0,,,0,
Feldene 20mg,1,1,,1,1,,,18.75399971,,0,Exclusive,22.5,0,6281086000472,0,,,0,
Adol Extra 24tab,1,1,,1,1,,,4.75,,0,Exclusive,5.699999809,0,6291100080557,0,,,0,
Oflam 50 mg tab,1,1,,1,1,,,14.35000038,,0,Exclusive,20.5,0,6281900000121,0,,,0,
Oflam 50mg sachets,1,1,,1,1,,,11.47999954,,0,Exclusive,20.5,0,6281936154416,0,,,0,
Profinal 600mg 20tab,1,1,,1,1,,,6.400000095,,0,Exclusive,10.75,0,0000200,0,,,0,
Asprin-c eff. tab,1,1,,1,1,,,6.791999817,,0,Exclusive,8.149999619,0,0000202,0,,,0,
Dicolomax 50mg tab,1,1,,1,1,,,19.50200081,,0,Exclusive,23.39999962,0,0000203,0,,,0,
Emifenac 50 DT tab,1,1,,1,1,,,6.032000065,,0,Exclusive,18.85000038,0,6291103730459,0,,,0,
Rofenac-D disp. tab,1,1,,1,1,,,16.25300026,,0,Exclusive,29.54999924,0,6281086000458,0,,,0,
Rofenac 50 mg tab,1,1,,1,1,,,11.88000011,,0,Exclusive,19.79999924,0,6281086000120,0,,,0,
Rapidus 25mg tab,1,1,,1,1,,,11.14700031,,0,Exclusive,17.14999962,0,6281102230173,0,,,0,
Rofenac S.R 100mg tab,1,1,,1,1,,,11.99600029,,0,Exclusive,23.75,0,6281086000229,0,,,0,
Rapidus 50mg tab,1,1,,1,1,,,15.13199997,,0,Exclusive,29.10000038,0,6281102230197,0,,,0,
Rofenac 25mg supp,1,1,,1,1,,,7.581999779,,0,Exclusive,11.14999962,0,6281086002162,0,,,0,
Mafepain tab,1,1,,1,1,,,7.159999847,,0,Exclusive,8.949999809,0,6281086000991,0,,,0,
Ponstan Forte 500mg tab,1,1,,1,1,,,13.46399975,,0,Exclusive,15.30000019,0,0000213,0,,,0,
Soolan syp,1,1,,1,1,,,4.03000021,,0,Exclusive,6.199999809,0,6291100080298,0,,,0,
Jos-Pan Syrp,1,1,,1,1,,,13.25300026,,0,Exclusive,39.75,0,6251649000232,0,,,0,
Panadrex syrp,1,1,,1,1,,,2.924000025,,0,Exclusive,4.300000191,0,3704500454024,0,,,0,
Prospan syrp,1,1,,1,1,,,24.88500023,,0,Exclusive,39.5,0,4104480705311,0,,,0,
Expan 100ml syp,1,1,,1,1,,,0.100000001,,0,Exclusive,39.65000153,0,6251599002713,0,,,0,
Ezipan syrp,1,1,,1,1,,,14.27400017,,0,Exclusive,39.65000153,0,6285147001101,0,,,0,
Unifed syrp,1,1,,1,1,,,2.459000111,,0,Exclusive,2.950000048,0,0000223,0,,,0,
Fevadol Plus tab,1,1,,1,1,,,8.041999817,,0,Exclusive,9.649999619,0,6281086000533,0,,,0,
Hyposec 20mg 14cap,1,1,,1,1,,,14.22000027,,0,Exclusive,31.60000038,0,6251148140125,0,,,0,
Advil Cold & Sinus tab,1,1,,1,1,,,9.791999817,,0,Exclusive,11.75,0,0000236,0,,,0,
Pharmaton Kiddi 200ml Syrp,1,1,,1,1,,,13.74300003,,0,Exclusive,17,0,3704300000049,0,,,0,
Clara 10tab,1,1,,1,1,,,9.173000336,,0,Exclusive,17.63999939,0,6281247060079,0,,,0,
Histop tab,1,1,,1,1,,,5.519999981,,0,Exclusive,6.900000095,0,6281086000236,0,,,0,
Chlorohistol tab,1,1,,1,1,,,5.320000172,,0,Exclusive,6.650000095,0,0000242,0,,,0,
Fenistil tab,1,1,,1,1,,,7.050000191,,0,Exclusive,9.399999619,0,0000243,0,,,0,
Aerius 5mg tab,1,1,,1,1,,,19.41799927,,0,Exclusive,23.29999924,0,6281086001806,0,,,0,
Mucosolvan tab,1,1,,1,1,,,9.593999863,,0,Exclusive,12.30000019,0,3704367050100,0,,,0,
Prednisolon 5mg 30tab,1,1,,1,1,,,10.60200024,,0,Exclusive,17.10000038,0,0000246,0,,,0,
Sapofen Cold & Flu 20tab,1,1,,1,1,,,6.75,,0,Exclusive,9,0,6281086001370,0,,,0,
Loraday tab,1,1,,1,1,,,6.820000172,,0,Exclusive,12.39999962,0,3704500385014,0,,,0,
Fefol 30cap,1,1,,1,1,,,7.166999817,,0,Exclusive,8.600000381,0,6251158720003,0,,,0,
Clarinase 14tab,1,1,,1,1,,,14.33399963,,0,Exclusive,17.20000076,0,0000252,0,,,0,
Glora tab,1,1,,1,1,,,7.791999817,,0,Exclusive,9.350000381,0,0000253,0,,,0,
Claritine 10tab,1,1,,1,1,,,16.33499908,,0,Exclusive,19.60000038,0,6281086000519,0,,,0,
Rinofed tab,1,1,,1,1,,,6.665999889,,0,Exclusive,8,0,6281967051814,0,,,0,
Rinofed Plus tab,1,1,,1,1,,,5.709000111,,0,Exclusive,8.649999619,0,6281967081811,0,,,0,
Artiz tab,1,1,,1,1,,,4.809999943,,0,Exclusive,9.25,0,6281102235611,0,,,0,
Finallerg tab,1,1,,1,1,,,5.215000153,,0,Exclusive,7.449999809,0,6251106200335,0,,,0,
Panadol Cold+Flu 24tab,1,1,,1,1,,,10.82400036,,0,Exclusive,12.30000019,0,08811509,0,,,0,
Panadol Night 20tab,1,1,,1,1,,,9.666999817,,0,Exclusive,11.60000038,0,08812605,0,,,0,
Panadol Sinus 24tab,1,1,,1,1,,,11.96800041,,0,Exclusive,13.60000038,0,08812100,0,,,0,
Flutab Sinus tab,1,1,,1,1,,,4.619999886,,0,Exclusive,7.699999809,0,6281086001011,0,,,0,
Fludrex tab,1,1,,1,1,,,8.609999657,,0,Exclusive,12.30000019,0,3704500373011,0,,,0,
Adol syrp,1,1,,1,1,,,4.639999866,,0,Exclusive,5.800000191,0,6291100082377,0,,,0,
ACC Long eff. tab,1,1,,1,1,,,10.45899963,,0,Exclusive,12.55000019,0,0000266,0,,,0,
Flutab tab,1,1,,1,1,,,8.251000404,,0,Exclusive,9.899999619,0,6281086001004,0,,,0,
Pulmotropic 100ml elixir,1,1,,1,1,,,5.625,,0,Exclusive,8.100000381,0,0000268,0,,,0,
Exylin Adult Syrp,1,1,,1,1,,,5.389999866,,0,Exclusive,7.699999809,0,6281086000175,0,,,0,
Ciproxen 250mg 10tab,1,1,,1,1,,,19.61599922,,0,Exclusive,30.64999962,0,03682,0,,,0,
Bronquium 120ml elixir,1,1,,1,1,,,5.625,,0,Exclusive,8.100000381,0,0000271,0,,,0,
Chlorohistol 100ml syrp,1,1,,1,1,,,4.709000111,,0,Exclusive,5.650000095,0,6291100081400,0,,,0,
Predo 120ml syrp,1,1,,1,1,,,31.5,,0,Exclusive,42,0,6281900001401,0,,,0,
Flagyl 500mg 14tab,1,1,,1,1,,,15.31999969,,0,Exclusive,19.14999962,0,0000275,0,,,0,
Ezipect syrp,1,1,,1,1,,,2.721999884,,0,Exclusive,6.050000191,0,0000276,0,,,0,
Gyno-Mikazol 400mg supp,1,1,,1,1,,,10.58500004,,0,Exclusive,18.25,0,6291100080090,0,,,0,
Zertazine syrp,1,1,,1,1,,,5.704999924,,0,Exclusive,8.149999619,0,6281080001079,0,,,0,
Rhinathiol 5% Adult syrp,1,1,,1,1,,,9.175000191,,0,Exclusive,11.35000038,0,3582910020912,0,,,0,
Rhinathiol Promethazine syrp,1,1,,1,1,,,6.547999859,,0,Exclusive,8.100000381,0,3582910020981,0,,,0,
Robitussin syrp,1,1,,1,1,,,5.025000095,,0,Exclusive,6.699999809,0,0000282,0,,,0,
Robitussin DM syrp,1,1,,1,1,,,5.920000076,,0,Exclusive,7.400000095,0,0000283,0,,,0,
Ezolvin syrp,1,1,,1,1,,,3.954999924,,0,Exclusive,5.650000095,0,3704500490022,0,,,0,
Dilanyl  syrp,1,1,,1,1,,,7.244999886,,0,Exclusive,10.35000038,0,3704500476026,0,,,0,
Nospasm 30tab,1,1,,1,1,,,7.489999771,,0,Exclusive,10.69999981,0,6281086001073,0,,,0,
Ambolar syrp,1,1,,1,1,,,5.005000114,,0,Exclusive,7.150000095,0,6251107072016,0,,,0,
Flumed DM Paed. syrp,1,1,,1,1,,,7.584000111,,0,Exclusive,9.100000381,0,6281080001475,0,,,0,
Claritine syrup,1,1,,1,1,,,17.29299927,,0,Exclusive,20.75,0,6281086000557,0,,,0,
Zyrtec 0.1% syrp,1,1,,1,1,,,16.12599945,,0,Exclusive,19.35000038,0,0000290,0,,,0,
Aerius 0.5mg/ml syrp,1,1,,1,1,,,19.15999985,,0,Exclusive,23.95000076,0,6281086002056,0,,,0,
